function,module,description,startLine,endBoundaryLine,bodyBoundarySha256,callOccurrences,if,else,switch,case,for,while,catch,return,throw,ternaryTokensApprox,calls
nearestOwnedHouseForExtension,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",3695,3695,fbae349dbe971fe1a33f8ca5920a0155f4c63696d8df123dfd20d059ec4b2dfc,0,0,0,0,0,0,0,0,1,0,1,
extensionPlacement,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",3696,3696,afd95024a6b3cb0bd38b32c08d500b259d58709d871fe654e8a3a839af60a4ca,0,0,0,0,0,0,0,0,1,0,3,
extensionValid,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",3697,3708,5bfe0c5ee8953d3f7d4c4fb0bc555f52345562c0c8887593aa7d178afb8bddbb,4,6,0,0,0,1,0,0,6,0,0,rectOverlap
furnitureCatalogForRoom,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",3709,3709,e1ee0fe6fe4c4062d1f3a736448c764b8122d992f731e59f1081c52b2442f7fd,0,0,0,0,0,0,0,0,1,0,0,
furnitureSpec,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",3710,3710,e61769277a12e4bf6a6a19d8881f96e1d7911dcd8bd205d5a6f8e46d9aa08475,1,0,0,0,0,0,0,0,1,0,0,furnitureCatalogForRoom
furnitureForExtension,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",3711,3711,c97abce40e6af68183c3ce884737acb96e7c7b02557e0817476eee20f2e37228,0,0,0,0,0,0,0,0,1,0,0,
furnitureFootprint,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",3712,3712,ce04504354cac2ced8fbd5b91fb063ab3e2ea0222191377286b74efb8b84cc0c,1,0,0,0,0,0,0,0,1,0,2,furnitureSpec
furniturePlacementValid,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",3713,3713,0f0639eb15aaa098cbf3d4a75fe30c834ec16d2c6ca875d4b88cf65488bad3c0,3,2,0,0,0,0,0,0,3,0,2,furnitureFootprint | furnitureForExtension | rectOverlap
disposeFurnitureGroup,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",3714,3714,890278c7886bb97762c69a67eaf737fef9ce51fc1322dbd47fa5129f6f959724,1,1,0,0,0,0,0,0,1,0,1,disposeDetachedVisual
clearFurniturePreview,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",3715,3715,cad2e05855b6aaa20f147442a4d663313fa046ee591e6a25d13624c189b6cbf5,1,1,0,0,0,0,0,0,0,0,0,disposeFurnitureGroup
clearExtensionPreview,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",3716,3716,eff02d62493fc224e09bf4ebbbf13257ded53a8b52c1a0852bf01ba61db221ea,2,1,0,0,0,0,0,0,0,0,0,clearFurniturePreview | disposeDetachedVisual
renderExtensionPreview,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",3717,3717,ad90280b70e3316d1270b3b1fe1b5e01231fffa7f06d0c46fce4e29c0cf1fca0,2,2,0,0,0,1,0,0,1,0,1,disposeDetachedVisual | extensionValid
createFurnitureModel,,,3718,3741,c79350bd58846fa29ff2ccd82c16a9c67d568fb2891cd1373143cb06e820cbee,13,23,21,0,0,14,0,0,3,0,4,furnitureSpec | mat | premiumBox | shadeColor
renderExtensionFurniture,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3742,3742,5091b1e2200878edaf6384177c6f3782b0b8cc92efa65dbd51f478d3e6c44be6,3,3,0,0,0,1,0,0,1,0,0,createFurnitureModel | disposeFurnitureGroup | furnitureForExtension
renderFurniturePreview,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3743,3743,13f61449288e91950e4a6657ce3c5e030553bfe435ca0d7d8108c65412db1824,3,1,0,0,0,0,0,0,2,0,0,clearFurniturePreview | createFurnitureModel | furniturePlacementValid
nextFurnitureSlot,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3744,3744,2cc54abe7c11119f3a51f64e091eb1a484e1532a9a993b3cba6617f4f997fb39,1,1,0,0,0,1,0,0,2,0,0,furniturePlacementValid
openFurniturePlacement,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3745,3746,32bbe50aab442a40410680c0b969e0f2d54c03eb5bbd631f9e6f4b85d04685dd,27,9,1,0,0,0,0,0,6,0,9,addCoins | clearFurniturePreview | closeModal | confirmModal | furniturePlacementValid | furnitureSpec | nextFurnitureSlot | openFurnitureManager | openModal | renderExtensionFurniture | renderFurniturePreview | saveState | toast
openFurnitureManager,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3747,3747,c0ea7952e02baa17c8774ee1cf4c6666e256897bc18d30b2013e672d3cb309b4,9,1,0,0,0,0,0,0,2,0,7,closeModal | furnitureCatalogForRoom | furnitureForExtension | furnitureSpec | openFurniturePlacement | openModal | saveState | toast
spawnHouseExtension,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3748,3748,1537019847525857b2cedb766d3723cafe1834c892739973ad333075dd636910,11,1,0,0,0,0,0,0,1,0,2,openFurnitureManager | premiumBox | registerInteractable | registerPlatform | renderExtensionFurniture | shadeColor
resourcesEnough,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3749,3749,78c727e3c347537370e6f050f7d5e3a8a2d76199d6740dc3c179067ee129f52d,0,0,0,0,0,0,0,0,1,0,0,
costText,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3750,3750,9aa5e0dd68849a850bb96af5da55e6cb91d6912a99f273bc9955cda21521c7ad,0,0,0,0,0,0,0,0,1,0,2,
openHouseExtensionPlanner,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3751,3751,af18b4415a0f85ea8eaeb4d89cdc167832f63d5bb99a0720d0fa82712d1673e7,22,3,0,0,0,1,0,0,3,0,4,clearExtensionPreview | closeModal | costText | extensionPlacement | extensionValid | nearestOwnedHouseForExtension | openModal | playerDisplayName | renderExtensionPreview | resourcesEnough | saveState | spawnHouseExtension | toast
openHouseExtensionMenu,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3752,3752,22817009ec8e5f7267f0fb81dc84b8fb4ae58ae97bebec9a678d0643dd9827c3,4,0,0,0,0,0,0,0,0,0,0,closeModal | costText | openHouseExtensionPlanner | openModal
createLakeExpansion,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3753,3757,03f85c7dea30fb41a764f7fd74bfc1799e6eeaa6ec13b072c706ab5304575083,10,0,0,0,0,3,0,0,0,0,0,createBoatModel | createShoreFishingLife | createSignpost | premiumBox | premiumCylinder | registerInteractable | registerPlatform | startFishing
restoreLifeExpansion,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3758,3758,9c9b416fb7e119a14adbf3fe2f2fe3f1e2411f81c6c5a3576e78f652de13f07a,3,2,0,0,0,2,0,0,0,0,0,finishCampfireCooking | spawnCampfire | spawnHouseExtension
updateLifeActivities,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3759,3762,c7a2304a514911a3da82d6426bad09ca92ef6588b94f041a8d3efca2c42f0b41,3,8,0,0,0,2,0,0,1,0,2,finishCampfireCooking | saveState | updateShoreFishers
createLifeExpansionWorld,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3763,3763,3e94cc7837917ef7f560e5883b0547289c2df9b2868f8e5e3e9763f929526479,5,0,0,0,0,0,0,0,0,0,0,applyCloudWorldObjects | createCampfireZone | createHuntingArea | createLakeExpansion | restoreLifeExpansion
buildWorld,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3764,3824,71ab8070def7778de6d9745c5e1343ad21be19bb4014f4bf3b6beda88b8ebb1d,111,3,0,0,0,9,0,0,0,0,2,addHouseInterior | box | createAthleticsGym | createChest | createCooperativeMissionWorld | createCrystal | createDistrictVisuals | createEnemy | createFenceLine | createFireServiceWorld | createFlower | createGoldFoundry | createGoldMine | createHouse | createLamp | createLava | createLearningPlaza | createLifeExpansionWorld | createNPC | createNpcMobility | createPlatform | createPoliceSystem | createRoad | createRock | createRoyalCastle | createSignpost | createSizeChallenges | createSkyDome | createToyCar | createTransitWorld | createTree | createVillageWell | createWater | createWaypointMarker | decorateCityServices | playerDisplayName | reconcileWorldBuilds | registerInteractable | registerPlatform | restoreActiveAdventure | stableBox | updateBridgeVisual
collectResource,20-world-build-cloud-houses.js,"Construção do mundo, recursos, baús, casas em nuvem e interiores",3825,3834,46f1a483799bc6bb64d3b76434fb3adddb9808fe19b1781e2ce8fcffbe4054de,12,3,0,0,0,0,0,0,3,0,11,addXP | advanceAdventure | beep | checkActiveJob | evaluateMissions | playToolAnimation | saveState | toast | trackDaily | vibrate
openChest,20-world-build-cloud-houses.js,"Construção do mundo, recursos, baús, casas em nuvem e interiores",3835,3841,27f1e89b5b73567418971113e26b37d5b8aeba0d5c79f36015b9635039e12106,7,2,0,0,0,0,0,0,1,0,4,addCoins | addXP | evaluateMissions | saveState | setFlag | toast
cloudHouseRecord,20-world-build-cloud-houses.js,"Construção do mundo, recursos, baús, casas em nuvem e interiores",3842,3842,ad796473a80c0150af807a6dc1005fc46a2dc2bf02647d8b9b461326753e4711,0,0,0,0,0,0,0,0,1,0,0,
isMyCloudHouse,20-world-build-cloud-houses.js,"Construção do mundo, recursos, baús, casas em nuvem e interiores",3843,3843,8608e89b0572635b5e0d336870a93b88832384bffd94d524608a357ab90cc3ea,0,0,0,0,0,0,0,0,1,0,1,
reconcileCloudHouses,20-world-build-cloud-houses.js,"Construção do mundo, recursos, baús, casas em nuvem e interiores",3844,3873,bb3529a98d0ef8f8ed39642fc0fa79c096db7f9ba157a6b5a9f7b76a3557de88,29,15,1,0,0,1,0,0,11,0,14,addCoins | awardMedal | closeModal | cloudHouseRecord | confirmModal | enterHouse | isMyCloudHouse | openModal | publicPlayerName | saveState | setFlag | startRace | toast
enterHouse,20-world-build-cloud-houses.js,"Construção do mundo, recursos, baús, casas em nuvem e interiores",3874,3885,5c837e4165571283377bb0749176cc1306e1e14be44f2b204816e8202a233df4,11,5,1,0,0,6,0,0,2,0,3,auditPlayerMode | canEnterMobility | clearMovementInputs | rememberSafePlayerPosition | safePointNear | savePlayerPosition | setFlag | toast | updateCamera | updateContext
exitHouse,20-world-build-cloud-houses.js,"Construção do mundo, recursos, baús, casas em nuvem e interiores",3886,3897,f13ca32c43546191289bf0bd9c6268f581af0b758dcd36ea1a03c9757f0a188a,6,4,1,0,0,6,0,0,2,0,6,auditPlayerMode | clearMovementInputs | rememberSafePlayerPosition | safePointNear | savePlayerPosition | toast
openHomeChest,20-world-build-cloud-houses.js,"Construção do mundo, recursos, baús, casas em nuvem e interiores",3898,3905,d51a714376246ba34609e892c5ca5cff37a1afa062defef55db6a2705745b1c5,6,2,0,0,0,0,0,0,2,0,0,openModal | playerDisplayName | saveState | toast
useActivity,20-world-build-cloud-houses.js,"Construção do mundo, recursos, baús, casas em nuvem e interiores",3906,3933,e31b83cb129ff80042e3f42fe217678d8f1291799e2d85a5415c8faf89f10056,39,19,15,0,0,0,0,0,2,0,2,addXP | closeModal | openAvatarStudio | openEducationHub | openFireStationDesk | openHomeChest | openModal | openSafetyLesson | openShop | openTeacherJobLesson | openWorkshop | playerDisplayName | saveState | setFlag | toast | trackDaily | updateHUD
openShop,20-world-build-cloud-houses.js,"Construção do mundo, recursos, baús, casas em nuvem e interiores",3934,3939,b825d1329c5e41c55903d953ba97304f06078dc5325a6951b918d18ba41f25b1,7,1,0,0,0,0,0,0,1,0,0,addCoins | addXP | closeModal | openModal | saveState | toast
openWorkshop,20-world-build-cloud-houses.js,"Construção do mundo, recursos, baús, casas em nuvem e interiores",3940,3948,a070a2ec30a74afd003d43553c419c5ad19cd8f4244e27c46234e54ff7d8bc9b,16,3,0,0,0,0,0,0,3,0,0,addCoins | addXP | closeModal | openModal | saveState | toast
friendshipTier,,,3949,3949,d7e496dfef5b5b15ed489c4d09807c0ecc3279d266c2405d1e0623acf769746e,0,0,0,0,0,0,0,0,1,0,3,
changeFriendship,21-interactions-shop-social-races.js,"Atividades, mercado, oficina, amizades, NPCs e corridas",3950,3954,217ae8aafd438b68cd588af1b63191b410eb771dc68416bcd87715099cde88aa,6,2,0,0,0,0,0,0,0,0,0,addReputation | addXP | evaluateMissions | saveState | setFlag | toast
talkToNPC,21-interactions-shop-social-races.js,"Atividades, mercado, oficina, amizades, NPCs e corridas",3955,4002,5e77718b54fd6b4dee1b7599f5649ca4229bf5632a71c277819bb4604eb0e0f2,49,25,18,0,0,0,0,0,1,0,8,addCoins | addReputation | changeFriendship | closeModal | completeActiveJob | friendshipTier | openHouseChallenge | openJobCenter | openModal | saveState | setFlag | startRace | toast | trackDaily | triggerEmote | updateHUD
openHouseChallenge,21-interactions-shop-social-races.js,"Atividades, mercado, oficina, amizades, NPCs e corridas",4003,4009,c3becc7c2316240ceb9806b8b929ede772d46993e24be33f295b0d38eeaf46ff,4,1,0,0,0,0,0,0,1,0,1,closeModal | openModal | startRace | toast
openRaceCenter,21-interactions-shop-social-races.js,"Atividades, mercado, oficina, amizades, NPCs e corridas",4010,4015,f4d7e4fb8c6c4ee7b27e1de5a710e1aad9c3dce4756fc385c7d731017a7e2f47,3,0,0,0,0,0,0,0,0,0,1,closeModal | openModal | startRace
createRaceOpponent,21-interactions-shop-social-races.js,"Atividades, mercado, oficina, amizades, NPCs e corridas",4016,4018,94042431fc753f3bb835f2d60c8863342032bf004f00a8dbeea1fd407aa66c38,4,0,0,0,0,0,0,0,1,0,1,box
clearRaceObjects,21-interactions-shop-social-races.js,"Atividades, mercado, oficina, amizades, NPCs e corridas",4019,4023,3522ba0b6a43fc2a7519e2097b08a67baf3dd600399e44488f30087e3328e853,0,1,0,0,0,1,0,0,0,0,1,
spawnRaceCoins,21-interactions-shop-social-races.js,"Atividades, mercado, oficina, amizades, NPCs e corridas",4024,4029,81db13d2d0e6ddae096f815c85c99bb59b250bec34eaa0ec546a10810ff87ecc,1,0,0,0,0,1,0,0,0,0,1,cylinder
startRace,21-interactions-shop-social-races.js,"Atividades, mercado, oficina, amizades, NPCs e corridas",4030,4040,ad4dcfc362f1641c57483529e32652454480ebdf2ec141369f2d22e9053e41df,8,4,0,0,0,0,0,0,2,0,5,createRaceOpponent | exitHouse | saveState | spawnRaceCoins | toast | updateWaypointMarker
finishRace,21-interactions-shop-social-races.js,"Atividades, mercado, oficina, amizades, NPCs e corridas",4041,4050,ba27e8d69613624fe83efc0c1dc622aab35413fd288245cdc6a3b814a0aab4ab,14,4,1,0,0,0,0,0,1,0,3,addCoins | addReputation | addXP | awardMedal | clearRaceObjects | evaluateMissions | saveState | setFlag | toast | trackDaily | updateWaypointMarker
updateRace,21-interactions-shop-social-races.js,"Atividades, mercado, oficina, amizades, NPCs e corridas",4051,4081,795d7a4fab2cdd385c47b367785ad32b37bb1aaa60a7657df27c5878ff7de11f,7,12,4,0,0,1,0,0,2,0,0,beep | finishRace
setMissionState,21-interactions-shop-social-races.js,"Atividades, mercado, oficina, amizades, NPCs e corridas",4082,4082,f5fb75120bcbb31f827cf50fedeebc45e01477a7dc1f369da52c8485c3311982,0,2,0,0,0,0,0,0,3,0,0,
missionVehicleName,21-interactions-shop-social-races.js,"Atividades, mercado, oficina, amizades, NPCs e corridas",4083,4083,130eee72b56b1771b1dce9ad444171711ed76f60c28c84799d49a007b40846ad,2,0,0,0,0,0,0,0,1,0,4,serviceKindForJob | serviceMissionVehicle
missionInstructionSteps,21-interactions-shop-social-races.js,"Atividades, mercado, oficina, amizades, NPCs e corridas",4084,4084,64f3f02ad49592e278517b7dbe82579ef859260baf7680554738d02bfb4651f8,3,7,0,0,0,0,0,0,8,0,9,effectiveAvatarUniform | missionVehicleName | serviceKindForJob
missionBriefingMarkup,21-interactions-shop-social-races.js,"Atividades, mercado, oficina, amizades, NPCs e corridas",4085,4085,a4b10ab2f24b006c1cefd0ad60d25c2514f45fffa0ed4ff4cfd9d79c57f26d3a,3,0,0,0,0,0,0,0,1,0,4,activeJobProgress | missionInstructionSteps | missionVehicleName
equipJobUniform,21-interactions-shop-social-races.js,"Atividades, mercado, oficina, amizades, NPCs e corridas",4086,4090,2b2f56e1b9415532b58ede9d0917e706cfffc79aeeca48300eced3cd910e5c8b,2,1,0,0,0,0,0,0,1,0,1,applyAvatarCustomization | saveState
focusActiveJob,21-interactions-shop-social-races.js,"Atividades, mercado, oficina, amizades, NPCs e corridas",4091,4109,42a9d3d284a49423983a84cc4196037081b4b9763b3d21a151ff564a97df309e,33,19,8,0,0,0,0,0,8,0,5,applyAvatarCustomization | buildRoutePoints | closeModal | confirmModal | ensureActiveFire | ensureActiveTrafficIncident | exitHouse | releaseMissionServiceVehicle | reserveMissionServiceVehicle | saveState | serviceKindForJob | setMissionState | setWaypoint | toast | updateMissionHUD | updateNavigation | updateWaypointMarker
activeJobProgress,21-interactions-shop-social-races.js,"Atividades, mercado, oficina, amizades, NPCs e corridas",4110,4120,3033fb9803980c71a389bcbb3a2c44569efe16fd7a337c7bdba08749f78ad6c1,1,12,0,0,0,0,0,0,13,0,33,serviceKindForJob
openJobCenter,21-interactions-shop-social-races.js,"Atividades, mercado, oficina, amizades, NPCs e corridas",4121,4129,6faaef8852bbd996d45f3644081d669339468820fbc2f2a5134229e1a656a7fe,6,0,0,0,0,0,0,0,0,0,7,activeJobProgress | equipJobUniform | missionBriefingMarkup | openModal | startJob | toast
startJob,22-careers-jobs-uniforms.js,"Carreiras, estados de missão, uniformes, professor, bombeiro e entrega",4130,4138,8aa48f53c10bd04c294c3316c8ee55e1b02e61fbca5a3eb348bc70709eb6dddb,14,8,3,0,0,0,0,0,2,0,1,ensureActiveFire | ensureActiveTrafficIncident | equipJobUniform | exitHouse | focusActiveJob | reserveMissionServiceVehicle | saveState | serviceKindForJob | setMissionState | toast | updateMissionHUD
completeActiveJob,22-careers-jobs-uniforms.js,"Carreiras, estados de missão, uniformes, professor, bombeiro e entrega",4139,4152,8200e97fa2485894fd22fac6bc4da33b60a63cb419fc84732449a69fc81ec7f4,11,9,0,0,0,0,0,0,3,0,2,applyAvatarCustomization | evaluateMissions | releaseMissionServiceVehicle | saveState | setFlag | setMissionState | toast | updateHUD | updateMissionHUD | updateWaypointMarker
checkActiveJob,22-careers-jobs-uniforms.js,"Carreiras, estados de missão, uniformes, professor, bombeiro e entrega",4153,4160,92ad433cf15a2825fbb1acf1078f4fdc64354ac97596681879de774b0ab4012d,3,4,2,0,0,0,0,0,1,0,0,completeActiveJob
restoreActiveJobRuntime,22-careers-jobs-uniforms.js,"Carreiras, estados de missão, uniformes, professor, bombeiro e entrega",4161,4163,7525443e6b61bd8d341bf9366d443f0f2671d287bef829d6cc9f5b31eeec1534,6,6,0,0,0,0,0,0,1,0,1,applyAvatarCustomization | ensureActiveFire | ensureActiveTrafficIncident | reserveMissionServiceVehicle | serviceKindForJob | updateMissionHUD
updateCareerMissions,22-careers-jobs-uniforms.js,"Carreiras, estados de missão, uniformes, professor, bombeiro e entrega",4164,4175,cb2f907116b36fff116b45bce6a227b456304372d9fdea68856de3667a4b3cc8,24,18,9,0,0,0,0,0,2,0,25,activeJobProgress | beep | checkActiveJob | completeActiveJob | ensureActiveTrafficIncident | isDrivingServiceVehicle | reserveMissionServiceVehicle | saveState | serviceKindForJob | setMissionState | setWaypoint | toast | updateMissionHUD | updateWaypointMarker
openTeacherJobLesson,22-careers-jobs-uniforms.js,"Carreiras, estados de missão, uniformes, professor, bombeiro e entrega",4176,4179,c4e43259d38f874a40c74d3470b22b961ecb1016eaae26596eb7ebf0fb34c8bc,6,1,0,0,0,0,0,0,1,0,3,addXP | closeModal | completeActiveJob | openModal | toast
openFireStationDesk,22-careers-jobs-uniforms.js,"Carreiras, estados de missão, uniformes, professor, bombeiro e entrega",4180,4191,ec85308c24f3b6b7fa51d720cdc5ea0ffbbdbf1d71612d60917bdc60d0a92a31,15,6,0,0,0,0,0,0,2,0,6,buildRoutePoints | closeModal | ensureActiveFire | equipJobUniform | exitHouse | focusActiveJob | openModal | startJob | toast | updateWaypointMarker
startDeliveryJob,22-careers-jobs-uniforms.js,"Carreiras, estados de missão, uniformes, professor, bombeiro e entrega",4192,4196,44b57178688386fdfaf311ca3e579dde719c1e4789717b776e44c29dfdd0cdd6,3,1,0,0,0,0,0,0,1,0,0,saveState | toast
clearServiceVehicleVisual,22-careers-jobs-uniforms.js,"Carreiras, estados de missão, uniformes, professor, bombeiro e entrega",4197,4200,bf865ced234c1f08715b34ec35f854c5b9f915a78e6680d4c77f5be61d48c986,1,2,0,0,0,0,0,0,0,0,2,disposeDetachedVisual
serviceVehicleIcon,22-careers-jobs-uniforms.js,"Carreiras, estados de missão, uniformes, professor, bombeiro e entrega",4201,4201,1090dce7e9aab24b0fd628ef3bc03bd6f27e3583a3585b19415c172e1b15ff09,0,0,0,0,0,0,0,0,1,0,0,
applyServiceVehicleVisual,22-careers-jobs-uniforms.js,"Carreiras, estados de missão, uniformes, professor, bombeiro e entrega",4202,4214,a812754d2fbbdd8662bd9ab6d96298ef105755b9602432c08a4dafef057f803e,20,5,2,0,0,1,0,0,3,0,0,addVoxelOutline | box | clearServiceVehicleVisual | mat | signTexture
spawnDust,22-careers-jobs-uniforms.js,"Carreiras, estados de missão, uniformes, professor, bombeiro e entrega",4215,4220,f8da402962ec252bb8bc68a87e76b2d3711b90728b7c205df05057577395398d,0,1,0,0,0,0,0,0,0,0,0,
updateFX,22-careers-jobs-uniforms.js,"Carreiras, estados de missão, uniformes, professor, bombeiro e entrega",4221,4230,8e4e2ade863b8685105a4372cecb9cedc3470f5c62c16a7a0c5d0357880dc407,0,1,0,0,0,1,0,0,0,0,0,
startEngineSound,22-careers-jobs-uniforms.js,"Carreiras, estados de missão, uniformes, professor, bombeiro e entrega",4231,4241,c543651a02254b2eb90b0865d91963517b593fdc10fd8fbeac1b60d05231d849,0,2,0,0,0,0,0,1,2,0,0,
stopEngineSound,22-careers-jobs-uniforms.js,"Carreiras, estados de missão, uniformes, professor, bombeiro e entrega",4242,4246,27ec89392c4487188c2dbf1b3a559be2029a47d8bce8a4876f4c341401833f20,0,1,0,0,0,0,0,1,1,0,0,
updateVehicleFX,23-vehicle-effects-driving.js,"Poeira, som, efeitos, controles, direção, passageiros e ponte",4247,4271,3af7cd8a05fb288cfe6c3dd30ab8aa0bfa0192947277076e5c6c9a99359f187e,9,12,2,0,0,1,0,1,2,0,3,beep | serviceVehicleIcon | spawnDust | sprintRequested | startEngineSound | stopEngineSound
mobilityDriverActive,23-vehicle-effects-driving.js,"Poeira, som, efeitos, controles, direção, passageiros e ponte",4272,4272,89f8795fcc24f79cf587f5984d9552b793a93e861b14580457adfd4e32340913,0,0,0,0,0,0,0,0,1,0,0,
updateMobilityControlLabels,23-vehicle-effects-driving.js,"Poeira, som, efeitos, controles, direção, passageiros e ponte",4273,4280,be28be24a6b419e9815cd80a98ad86f3060e410d98255ea1396a49b389681cba,2,13,1,0,0,0,0,0,0,0,13,mobilityDriverActive | sprintRequested
updateVehicleControlsUI,23-vehicle-effects-driving.js,"Poeira, som, efeitos, controles, direção, passageiros e ponte",4281,4288,f823ccd13f035e85f303642a138398cee738ec5d1fe8cec792e5cabe3dee0e38,3,3,0,0,0,0,0,0,0,0,7,mobilityDriverActive | playerDisplayName | updateMobilityControlLabels
vehicleHorn,23-vehicle-effects-driving.js,"Poeira, som, efeitos, controles, direção, passageiros e ponte",4289,4291,2bb5c3a2ae5592140b26af4087fddef172b8beb2f5d6c0218a816238c0e763b7,5,4,0,0,0,0,0,0,2,0,8,beep | mobilityDriverActive | vibrate
enterVehicle,23-vehicle-effects-driving.js,"Poeira, som, efeitos, controles, direção, passageiros e ponte",4292,4299,67b5f9b27ea334db5ec42797d47047ddfa0b12acba82045d5fb79ebc6fb318bc,19,6,0,0,0,0,0,0,2,0,1,applyVehicleAppearance | boardNpcPassenger | buildRoutePoints | canEnterMobility | clearMovementInputs | groundHeightAt | nearestRideCompanion | onServiceVehicleBoarded | saveState | serviceVehicleIcon | setFlag | setMissionState | startEngineSound | syncPlayerRootScale | toast | updateAbilityUI | updateRunUI | updateVehicleControlsUI | updateWaypointMarker
enterVehicleAsPassenger,23-vehicle-effects-driving.js,"Poeira, som, efeitos, controles, direção, passageiros e ponte",4300,4308,af205fa53cf3f9eed6d6c6e8431f9abbeda43481a4b3581f886c184484b90c7f,11,6,0,0,0,0,0,0,4,0,3,auditPlayerMode | canEnterMobility | clearMovementInputs | exitBoat | saveState | toast | updateAbilityUI | updateRunUI | updateVehicleControlsUI
exitVehicle,23-vehicle-effects-driving.js,"Poeira, som, efeitos, controles, direção, passageiros e ponte",4309,4317,1d31e782c4146b24f3126435985cccbe1741487971a7b76153731a12aac10421,17,8,1,0,0,0,0,0,2,0,5,auditPlayerMode | clearMovementInputs | clearServiceVehicleVisual | currentVehicleRef | groundHeightAt | onServiceVehicleExited | persistParkedVehicle | releaseNpcPassenger | rememberSafePlayerPosition | safeVehicleExitPoint | saveState | stopEngineSound | syncPlayerRootScale | toast | updateAbilityUI | updateRunUI | updateVehicleControlsUI
repairBridge,23-vehicle-effects-driving.js,"Poeira, som, efeitos, controles, direção, passageiros e ponte",4318,4332,2e1fb004bbc473e6750d1fc544ccd54e1bfc4d9359cec8f268552db67546fc67,7,2,0,0,0,0,0,0,2,0,0,addReputation | addXP | saveState | setFlag | toast
buildCostText,23-vehicle-effects-driving.js,"Poeira, som, efeitos, controles, direção, passageiros e ponte",4333,4333,750b4ff860ead510b2a28c00da7f015e930d1289324a898b9b6a80be335dd71f,0,0,0,0,0,0,0,0,1,0,1,
currentBuildOwnerIds,23-vehicle-effects-driving.js,"Poeira, som, efeitos, controles, direção, passageiros e ponte",4334,4334,7f734cdc0ae9810b5ec99ddcc34431b0b38d4384a188c74e16e0ff4074f8dee0,0,0,0,0,0,0,0,0,1,0,3,
buildOwnedByPlayer,23-vehicle-effects-driving.js,"Poeira, som, efeitos, controles, direção, passageiros e ponte",4335,4335,a18b3c741e233e1d555df44e8580b9d9b4620a629df32567418d2d1e7f5dc13e,1,0,0,0,0,0,0,0,1,0,1,currentBuildOwnerIds
buildFootprint,23-vehicle-effects-driving.js,"Poeira, som, efeitos, controles, direção, passageiros e ponte",4336,4339,4aebbd0a624b6c6ae3d9f9d20bda729d9d4b808579344161d9d2c42e9f3ba5c5,0,0,0,0,0,0,0,0,1,0,1,
buildPlacementCandidate,23-vehicle-effects-driving.js,"Poeira, som, efeitos, controles, direção, passageiros e ponte",4340,4345,ee6feb36c8f07b6c77c12488a6edd8ac9e626c2aead6caeb1caa338b222c442d,2,1,0,0,0,0,0,0,2,0,1,canBuildAt | groundHeightAt
canBuildAt,23-vehicle-effects-driving.js,"Poeira, som, efeitos, controles, direção, passageiros e ponte",4346,4356,e00b8fe99d904770ea23e1f156ce4dec2c4a7a2cf3c7725d5cbe46034bfc9c7b,7,7,0,0,0,0,0,0,9,0,1,buildFootprint | groundHeightAt | rectOverlap | waterAt
createBuildPreviewMesh,23-vehicle-effects-driving.js,"Poeira, som, efeitos, controles, direção, passageiros e ponte",4357,4368,76d6e82475de3cf0a6ad12497e8f4663b19bf2db49d597bde7b049117951e607,1,7,6,0,0,3,0,0,3,0,0,sharedBoxGeometry
