function,module,description,sourceStartLine,sourceEndLineApprox,callCountApprox,if,else,switch,case,for,while,catch,ternaryApprox,calledByBody
ensureBusStop,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3170,3173,6,2,0,0,0,0,0,0,2,iconTexture | openBusStop | premiumBox | registerInteractable
busSpawnIndex,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3174,3176,2,2,0,0,0,1,0,0,2,pointOnRoad | trafficActorList
createBusModel,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3177,3199,38,2,0,0,0,9,0,0,5,buildBusRoadPath | busSpawnIndex | ensureBusStop | enterBus | premiumBox | premiumCylinder | registerInteractable | renderMat | signTexture
createTransitWorld,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3200,3200,3,0,0,0,0,1,0,0,0,createBusModel | restoreBusWaiting | validateBusCoverage
busAtStop,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3201,3201,0,0,0,0,0,0,0,0,0,
busEtaSeconds,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3202,3202,2,3,0,0,0,1,0,0,0,busAtStop | busRoutePoints
validateBusCoverage,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3203,3203,0,1,0,0,0,1,0,0,0,
busDestinationsAfter,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3204,3206,0,1,0,0,0,1,0,0,3,
openBusArrivalOffer,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3207,3216,13,2,0,0,0,0,0,0,1,busAtStop | busDestinationsAfter | clearBusWaiting | closeModal | enterBus | openModal | setBusState | setBusWaiting | toast
offerBusAtStop,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3217,3223,2,6,1,0,0,0,0,0,0,busAtStop | openBusArrivalOffer
openBusStop,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3224,3235,19,0,0,0,0,0,0,0,13,busAtStop | busEtaSeconds | clearBusWaiting | closeModal | openBusArrivalOffer | openModal | setBusWaiting | toast
ensureTransitPanel,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3236,3238,2,2,0,0,0,0,0,0,0,toast | updateTransitPanel
updateTransitPanel,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3239,3241,2,1,0,0,0,0,0,0,2,busNextStop | ensureTransitPanel
enterBus,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3242,3252,15,8,0,0,0,0,0,0,0,auditPlayerMode | busAtStop | canEnterMobility | clearBusWaiting | clearMovementInputs | closeModal | saveState | setBusState | toast | updateTransitPanel
exitBusAtStop,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3253,3261,14,7,0,0,0,0,0,0,4,advanceAdventure | auditPlayerMode | busAtStop | busStopRecord | rememberSafePlayerPosition | safeBusExitPoint | saveState | setBusState | setFlag | toast | trackDaily | updateContext | updateTransitPanel
updateTransitWorld,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3262,3309,23,31,11,0,0,2,0,0,5,busRoutePoints | exitBusAtStop | offerBusAtStop | pointOnRoad | recoverBusRoute | setBusState | trafficSpeedFactor | updateTransitPanel
decorateCityServices,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3310,3330,14,1,0,0,0,5,0,0,1,iconTexture | premiumBox | premiumCylinder
serviceKindForJob,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3331,3331,0,0,0,0,0,0,0,0,2,
serviceVehiclePools,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3332,3332,0,3,0,0,0,0,0,0,0,
serviceVehicleById,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3333,3333,1,0,0,0,0,0,0,0,0,serviceVehiclePools
currentServiceMissionJob,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3334,3334,1,0,0,0,0,0,0,0,2,activeCoopServiceJob
serviceVehicleAvailable,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3335,3335,1,1,0,0,0,0,0,0,3,currentServiceMissionJob
serviceVehicleAppearance,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3336,3336,0,2,0,0,0,0,0,0,0,
safeServiceDepot,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3337,3337,3,2,0,0,0,1,0,0,3,nearestRoadProjection | trafficActorList
registerServiceVehicle,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3338,3341,6,0,0,0,0,0,0,0,7,currentServiceMissionJob | enterServiceVehicle | registerInteractable | safeServiceDepot | serviceVehicleAppearance | serviceVehicleAvailable
enterServiceVehicle,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3342,3344,8,3,0,0,0,0,0,0,6,currentServiceMissionJob | enterVehicle | serviceKindForJob | serviceMissionVehicle | serviceVehicleAvailable | toast
serviceMissionVehicle,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3345,3345,2,0,0,0,0,0,0,0,2,currentServiceMissionJob | serviceVehicleById
serviceVehicleMapLocation,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3346,3346,3,1,0,0,0,0,0,0,9,currentServiceMissionJob | serviceKindForJob | serviceMissionVehicle
reserveMissionServiceVehicle,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3347,3349,11,4,0,0,0,0,0,0,0,buildRoutePoints | currentServiceMissionJob | serviceKindForJob | serviceMissionVehicle | serviceVehicleAvailable | serviceVehiclePools | setMissionState | toast | updateNavigation | updateWaypointMarker
releaseMissionServiceVehicle,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3350,3350,1,2,0,0,0,0,0,0,1,serviceMissionVehicle
isDrivingServiceVehicle,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3351,3351,0,0,0,0,0,0,0,0,0,
onServiceVehicleBoarded,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3352,3352,6,3,1,0,0,0,0,0,1,currentServiceMissionJob | focusActiveJob | onCoopServiceVehicleBoarded | saveState | serviceKindForJob | setMissionState
onServiceVehicleExited,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3353,3353,2,1,0,0,0,0,0,0,1,currentServiceMissionJob | saveState
returnServiceVehicleHome,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3354,3354,1,2,0,0,0,0,0,0,1,moveServiceVehicle
createFireIncidentSite,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3355,3358,4,0,0,0,0,2,0,0,4,helpExtinguishFire | mat | registerInteractable | renderMat
createFireTruck,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3359,3364,18,0,0,0,0,3,0,0,0,premiumBox | premiumCylinder | registerServiceVehicle | renderMat
createFireServiceWorld,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3365,3365,2,0,0,0,0,0,0,0,0,createFireTruck
activateFireIncident,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3366,3366,2,2,0,0,0,0,0,0,1,saveState | toast
ensureActiveFire,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3367,3367,1,0,0,0,0,0,0,0,1,activateFireIncident
helpExtinguishFire,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3368,3368,9,7,0,0,0,1,0,0,5,extinguishFireIncident | setMissionState | spawnDust | toast
extinguishFireIncident,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3369,3369,6,5,0,0,0,1,0,0,5,addXP | completeActiveJob | saveState | toast | updateNavigation | updateWaypointMarker
serviceVehicleRoute,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3370,3370,1,1,0,0,0,0,0,0,1,buildRoutePoints
moveServiceVehicle,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3371,3372,3,5,0,0,0,1,0,0,1,serviceVehicleRoute | snapTrafficToRoad | trafficSpeedFactor
updateFireService,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3373,3384,5,12,1,0,0,2,0,0,3,activateFireIncident | extinguishFireIncident | moveServiceVehicle | returnServiceVehicleHome | spawnDust
createPoliceCar,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3385,3393,19,1,0,0,0,1,0,0,0,addVoxelOutline | iconTexture | mat | premiumBox | premiumCylinder | registerServiceVehicle | renderMat
createAmbulance,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3394,3400,16,0,0,0,0,1,0,0,0,premiumBox | premiumCylinder | registerServiceVehicle | renderMat
createPoliceSystem,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3401,3405,4,0,0,0,0,0,0,0,0,createAmbulance | createPoliceCar
movePoliceToward,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3406,3409,2,3,0,0,0,1,0,0,0,snapTrafficToRoad | trafficSpeedFactor
updatePolicePatrol,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3410,3412,1,1,0,0,0,0,0,0,0,movePoliceToward
updateSafetyPanel,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3413,3415,0,2,0,0,0,0,0,0,0,
startPoliceAlert,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3416,3420,3,2,0,0,0,0,0,0,0,saveState | toast | updateSafetyPanel
finishSafetyStop,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3421,3424,6,2,0,0,0,0,0,0,2,clearMovementInputs | exitVehicle | groundHeightAt | openSafetyLesson | saveState | updateSafetyPanel
openSafetyLesson,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3425,3434,7,1,0,0,0,0,0,0,8,addReputation | addXP | awardMedal | closeModal | openModal | saveState | toast
updatePoliceSystem,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3435,3446,9,14,3,0,0,2,0,0,4,finishSafetyStop | movePoliceToward | npcSpeech | returnServiceVehicleHome | startPoliceAlert | updatePolicePatrol | updateSafetyPanel
moveIncidentResponder,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3447,3452,3,6,0,0,0,1,0,0,1,buildRoutePoints | snapTrafficToRoad | trafficSpeedFactor
incidentServiceLabel,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3453,3453,0,0,0,0,0,0,0,0,2,
lockIncidentActor,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3454,3454,1,3,0,0,0,0,0,0,1,setBusState
separateIncidentActors,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3455,3455,1,3,0,0,0,0,0,0,2,snapTrafficToRoad
createIncidentVisual,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3456,3456,5,1,0,0,0,2,0,0,0,premiumBox | premiumCylinder | renderMat
createTrafficIncidentAt,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3457,3461,9,3,0,0,0,1,0,0,4,assistTrafficIncident | createIncidentVisual | dispatchIncidentResponders | lockIncidentActor | nearestRoadProjection | registerInteractable | saveState | separateIncidentActors | toast
createTrafficIncident,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3462,3462,1,1,0,0,0,0,0,0,0,createTrafficIncidentAt
ensureActiveTrafficIncident,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3463,3463,2,2,0,0,0,0,0,0,1,createTrafficIncidentAt | nearestRoadProjection
dispatchIncidentResponder,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3464,3467,4,2,0,0,0,0,0,0,1,reserveMissionServiceVehicle | serviceKindForJob | serviceVehicleAvailable | serviceVehiclePools
dispatchIncidentResponders,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3468,3468,3,0,0,0,0,0,0,0,0,dispatchIncidentResponder
assistTrafficIncident,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3469,3471,10,5,0,0,0,1,0,0,8,saveState | serviceKindForJob | setMissionState | spawnDust | toast
markPlayerIncidentArrival,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3472,3472,7,3,0,0,0,0,0,0,1,isDrivingServiceVehicle | saveState | serviceKindForJob | setMissionState | toast | updateNavigation | updateWaypointMarker
releaseIncidentActorStates,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3473,3473,1,2,0,0,0,1,0,0,0,setBusState
resolveTrafficIncident,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3474,3478,5,5,0,0,0,3,0,0,1,completeActiveJob | releaseIncidentActorStates | saveState | serviceKindForJob | toast
updateTrafficIncidents,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3479,3491,8,13,1,0,0,6,0,0,3,createTrafficIncident | markPlayerIncidentArrival | moveIncidentResponder | resolveTrafficIncident | returnServiceVehicleHome | trafficActorList
openTransitGuide,16-emergency-services.js,"Bombeiros, incêndios, polícia, ambulância, segurança e incidentes",3492,3496,2,0,0,0,0,0,0,0,0,openModal | setWaypoint
createRoyalCastle,17-adventures-learning-world.js,"Castelo, aventuras, desafios e praça educacional",3497,3522,55,0,0,0,0,10,0,0,4,addGlow | createCastleChallengeTokens | createSignpost | exitHouse | mat | premiumBox | premiumCylinder | registerInteractable | renderMat | toast
createCastleChallengeTokens,17-adventures-learning-world.js,"Castelo, aventuras, desafios e praça educacional",3523,3525,1,0,0,0,0,0,0,0,0,mat
openAdventureHub,17-adventures-learning-world.js,"Castelo, aventuras, desafios e praça educacional",3526,3528,2,0,0,0,0,0,0,0,6,openModal | startAdventure
startAdventure,17-adventures-learning-world.js,"Castelo, aventuras, desafios e praça educacional",3529,3531,5,3,0,0,0,1,0,0,2,closeModal | saveState | setWaypoint | toast
restoreActiveAdventure,17-adventures-learning-world.js,"Castelo, aventuras, desafios e praça educacional",3532,3537,0,2,0,0,0,1,0,0,5,
advanceAdventure,17-adventures-learning-world.js,"Castelo, aventuras, desafios e praça educacional",3538,3540,3,3,1,0,0,0,0,0,0,beep | finishAdventure | saveState
finishAdventure,17-adventures-learning-world.js,"Castelo, aventuras, desafios e praça educacional",3541,3543,8,4,1,0,0,1,0,0,0,addCoins | addReputation | addXP | awardMedal | saveState | setFlag | toast
updateAdventure,17-adventures-learning-world.js,"Castelo, aventuras, desafios e praça educacional",3544,3546,2,6,0,0,0,1,0,0,0,advanceAdventure | finishAdventure
createLearningStation,17-adventures-learning-world.js,"Castelo, aventuras, desafios e praça educacional",3547,3549,6,0,0,0,0,0,0,0,0,iconTexture | mat | openEducationHub | premiumBox | registerInteractable
createLearningPlaza,17-adventures-learning-world.js,"Castelo, aventuras, desafios e praça educacional",3550,3558,4,0,0,0,0,0,0,0,0,createLearningStation | createSignpost
rectOverlap,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",3559,3559,0,0,0,0,0,0,0,0,0,
insideWater,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",3560,3560,0,0,0,0,0,0,0,0,0,
waterAt,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",3561,3561,1,0,0,0,0,0,0,0,0,insideWater
isInsideLakeNavigable,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",3562,3562,0,0,0,0,0,0,0,0,0,
isNearFishingArea,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",3563,3563,0,0,0,0,0,0,0,0,0,
resolveWaterWalking,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",3564,3566,3,3,0,0,0,0,0,0,0,groundHeightAt | toast | waterAt
distanceToBoatDock,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",3567,3567,0,0,0,0,0,0,0,0,0,
validBoatExit,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",3568,3568,1,0,0,0,0,0,0,0,0,distanceToBoatDock
safeBoatExitPoint,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",3569,3570,0,0,0,0,0,0,0,0,0,
ensureFishingVisual,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",3571,3584,8,1,0,0,0,0,0,0,0,renderMat
setFishingLine,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",3585,3585,0,1,0,0,0,0,0,0,0,
fishingCastTarget,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",3586,3592,1,2,1,0,0,0,0,0,1,isInsideLakeNavigable
beginFishingVisual,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",3593,3606,3,2,0,0,0,0,0,0,0,ensureFishingVisual | fishingCastTarget | setFishingLine
castFishingVisual,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",3607,3607,3,1,0,0,0,0,0,0,1,beep | ensureFishingVisual | fishingCastTarget
hookFishingVisual,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",3608,3608,0,1,0,0,0,0,0,0,1,
pullFishingVisual,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",3609,3609,0,1,0,0,0,0,0,0,3,
restoreFishingCamera,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",3610,3613,0,1,0,0,0,0,0,0,0,
stopFishingVisual,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",3614,3620,3,4,1,0,0,0,0,0,0,restoreFishingCamera | setFishingUiActive
clearFishingTimers,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",3621,3621,0,1,0,0,0,0,0,0,0,
setFishingUiActive,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",3622,3626,2,1,0,0,0,0,0,0,2,scheduleStableResize | syncMobilePanels
cancelFishingSession,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",3627,3627,2,0,0,0,0,0,0,0,0,clearFishingTimers | stopFishingVisual
ensureFishingModalStyle,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",3628,3638,0,1,0,0,0,0,0,0,0,
updateFishingVisual,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",3639,3649,2,11,6,0,0,0,0,0,1,setFishingLine | stopFishingVisual
createShoreFisher,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",3650,3655,3,0,0,0,0,0,0,0,0,createNPC | premiumCylinder | renderMat
createShoreFishingLife,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",3656,3660,1,1,0,0,0,0,0,0,0,createShoreFisher
updateShoreFishers,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",3661,3664,0,3,0,0,0,1,0,0,4,
createBoatModel,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",3665,3669,12,0,0,0,0,0,0,0,2,premiumBox | registerInteractable | renderMat
ensureBoatPanel,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",3670,3672,2,1,0,0,0,0,0,0,0,exitBoat | startFishing
updateBoatPanel,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",3673,3682,11,8,0,0,0,0,0,0,3,auditPlayerMode | boardNpcPassenger | canEnterMobility | ensureBoatPanel | exitVehicle | nearestRideCompanion | saveState | toast | updateVehicleControlsUI
enterBoatAsPassenger,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",3683,3690,9,4,0,0,0,0,0,0,3,auditPlayerMode | canEnterMobility | exitVehicle | saveState | toast | updateBoatPanel | updateVehicleControlsUI
exitBoat,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",3691,3698,11,7,1,0,0,0,0,0,6,auditPlayerMode | groundHeightAt | releaseNpcPassenger | rememberSafePlayerPosition | safeBoatExitPoint | saveState | toast | updateBoatPanel | updateVehicleControlsUI | validBoatExit
updateBoatPhysics,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",3699,3705,4,6,1,0,0,0,0,0,6,exitBoat | mobilityThrottleIntent | toast | updateMobilityControlLabels
constrainBoat,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",3706,3706,1,3,0,0,0,0,0,0,0,isInsideLakeNavigable
weightedFish,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",3707,3707,0,1,0,0,0,1,0,0,0,
startFishing,18-water-fishing-boats.js,"Água, câmera e animação da pesca, barco e física náutica",3708,3718,31,14,0,0,0,0,0,0,3,addCoins | addXP | beep | beginFishingVisual | cancelFishingSession | castFishingVisual | clearFishingTimers | ensureFishingModalStyle | hookFishingVisual | isNearFishingArea | openModal | pullFishingVisual | saveState | setFishingUiActive | stopFishingVisual | toast | vibrate | weightedFish
campfireAllowed,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3719,3719,2,4,0,0,0,0,0,0,0,rectOverlap | waterAt
spawnCampfire,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3720,3722,4,1,0,0,0,1,0,0,2,mat | openCampfire | premiumCylinder | registerInteractable
nearestActiveCampfire,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3723,3724,7,3,0,0,0,0,0,0,3,campfireAllowed | confirmModal | saveState | spawnCampfire | toast
finishCampfireCooking,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3725,3725,3,1,0,0,0,0,0,0,3,beep | saveState | toast
openCampfire,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3726,3728,10,4,0,0,0,0,0,0,7,closeModal | confirmModal | finishCampfireCooking | openModal | saveState | toast | updateHUD
openNearestCampfire,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3729,3729,3,1,1,0,0,0,0,0,0,nearestActiveCampfire | openCampfire | toast
openCampfireZone,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3730,3730,4,1,1,0,0,0,0,0,0,closeModal | nearestActiveCampfire | openCampfire | openModal
createCampfireZone,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3731,3731,3,0,0,0,0,1,0,0,0,createSignpost | premiumBox | registerInteractable
createForestAnimal,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3732,3732,5,1,0,0,0,2,0,0,0,premiumBox
startHunting,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3733,3733,8,5,1,0,0,0,0,0,2,addXP | closeModal | openModal | saveState | toast
createHuntingArea,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3734,3734,6,0,0,0,0,1,0,0,0,createForestAnimal | createSignpost | premiumBox | registerInteractable | startHunting
nearestOwnedHouseForExtension,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3735,3735,0,0,0,0,0,0,0,0,1,
extensionPlacement,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3736,3736,0,0,0,0,0,0,0,0,3,
extensionValid,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3737,3748,4,6,0,0,0,1,0,0,0,rectOverlap
furnitureCatalogForRoom,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3749,3749,0,0,0,0,0,0,0,0,0,
furnitureSpec,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3750,3750,1,0,0,0,0,0,0,0,0,furnitureCatalogForRoom
furnitureForExtension,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3751,3751,0,0,0,0,0,0,0,0,0,
furnitureFootprint,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3752,3752,1,0,0,0,0,0,0,0,2,furnitureSpec
furniturePlacementValid,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3753,3753,3,2,0,0,0,0,0,0,2,furnitureFootprint | furnitureForExtension | rectOverlap
disposeFurnitureGroup,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3754,3754,1,1,0,0,0,0,0,0,1,disposeDetachedVisual
clearFurniturePreview,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3755,3755,1,1,0,0,0,0,0,0,0,disposeFurnitureGroup
clearExtensionPreview,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3756,3756,2,1,0,0,0,0,0,0,0,clearFurniturePreview | disposeDetachedVisual
renderExtensionPreview,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3757,3757,2,2,0,0,0,1,0,0,1,disposeDetachedVisual | extensionValid
createFurnitureModel,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3758,3781,13,23,21,0,0,14,0,0,4,furnitureSpec | mat | premiumBox | shadeColor
renderExtensionFurniture,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3782,3782,3,3,0,0,0,1,0,0,0,createFurnitureModel | disposeFurnitureGroup | furnitureForExtension
renderFurniturePreview,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3783,3783,3,1,0,0,0,0,0,0,0,clearFurniturePreview | createFurnitureModel | furniturePlacementValid
nextFurnitureSlot,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3784,3784,1,1,0,0,0,1,0,0,0,furniturePlacementValid
openFurniturePlacement,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3785,3786,27,9,1,0,0,0,0,0,9,addCoins | clearFurniturePreview | closeModal | confirmModal | furniturePlacementValid | furnitureSpec | nextFurnitureSlot | openFurnitureManager | openModal | renderExtensionFurniture | renderFurniturePreview | saveState | toast
openFurnitureManager,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3787,3787,9,1,0,0,0,0,0,0,7,closeModal | furnitureCatalogForRoom | furnitureForExtension | furnitureSpec | openFurniturePlacement | openModal | saveState | toast
spawnHouseExtension,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3788,3788,11,1,0,0,0,0,0,0,2,openFurnitureManager | premiumBox | registerInteractable | registerPlatform | renderExtensionFurniture | shadeColor
resourcesEnough,19-campfire-hunting-house-extensions.js,"Fogueira, caça, animais e ampliações de casas",3789,3789,0,0,0,0,0,0,0,0,0,
